,Date,LSE (GBp),NYSE (USD)
0,24/04/2026,4239.00,58.64
1,23/04/2026,4225.50,57.53
2,22/04/2026,4218.00,57.12
3,21/04/2026,4260.00,57.73
4,20/04/2026,4284.50,58.23
5,17/04/2026,4232.50,58.19
6,16/04/2026,4256.50,57.6
7,15/04/2026,4269.50,58.02
8,14/04/2026,4269.50,58.14
9,13/04/2026,4298.00,58.06
10,10/04/2026,4302.00,58.83
11,09/04/2026,4313.00,57.4
12,08/04/2026,4251.00,58.2
13,07/04/2026,4220.00,56.01
14,02/04/2026,4205.50,55.43
15,01/04/2026,4230.50,55.1
16,31/03/2026,4555.50,58.56
17,30/03/2026,4500.00,59.74
18,27/03/2026,4500.00,59.8
19,26/03/2026,4504.00,60.53
20,25/03/2026,4539.00,60.97
21,24/03/2026,4528.50,60.55
22,23/03/2026,4564.50,61.84
23,20/03/2026,4625.00,62.12
24,19/03/2026,4652.50,61.88
25,18/03/2026,4875.00,63.44
26,17/03/2026,4891.00,65.44
27,16/03/2026,4839.00,65.23
28,13/03/2026,4792.00,64.46
29,12/03/2026,4837.00,65.13
30,11/03/2026,4879.50,65.9
31,10/03/2026,4915.00,66.03
32,09/03/2026,4926.00,65.98
33,06/03/2026,5036.00,66.33
34,05/03/2026,5134.00,67.83
35,04/03/2026,5163.00,69.1
36,03/03/2026,5299.00,69.02
37,02/03/2026,5434.00,72.15
38,27/02/2026,5369.00,73.33
39,26/02/2026,5368.00,73.51
40,25/02/2026,5480.00,73.38
41,24/02/2026,5473.00,74.5
42,23/02/2026,5420.00,73.11
43,20/02/2026,5323.00,72.6
44,19/02/2026,5321.00,72.16
45,18/02/2026,5383.00,73.09
46,17/02/2026,5413.00,74.32
47,13/02/2026,5340.00,74.28
48,12/02/2026,5360.00,71.98
49,11/02/2026,5236.00,72.4
50,10/02/2026,5175.00,71.64
51,09/02/2026,5216.00,71.57
52,06/02/2026,5235.00,71.49
53,05/02/2026,5198.00,71.15
54,04/02/2026,5033.00,70.62
55,03/02/2026,4983.50,67.78
56,02/02/2026,5000.00,68.91
57,30/01/2026,4864.50,68.16
58,29/01/2026,4776.00,67.1
59,28/01/2026,4847.00,66.6
60,27/01/2026,4852.00,67.58
61,26/01/2026,4864.00,66.79
62,23/01/2026,4816.00,65.88
63,22/01/2026,4783.50,64.93
64,21/01/2026,4790.50,65.38
65,20/01/2026,4751.00,64.04
66,16/01/2026,4774.00,64.41
67,15/01/2026,4814.00,64.38
68,14/01/2026,4777.00,64.73
69,13/01/2026,4759.00,64.31
70,12/01/2026,4770.00,64.38
71,09/01/2026,4712.50,63.6
72,08/01/2026,4594.50,61.86
73,07/01/2026,4744.00,63.04
74,06/01/2026,4681.00,63.93
75,05/01/2026,4822.50,63.39
76,02/01/2026,4851.50,65.31
77,31/12/2025,4863.50,65.64
78,30/12/2025,4834.50,65.54
79,29/12/2025,4860.00,65.68
80,24/12/2025,4860.00,65.44
81,23/12/2025,4825.50,65.35
82,22/12/2025,4882.00,65.2
83,19/12/2025,4861.50,65.24
84,18/12/2025,4926.00,65.42
85,17/12/2025,4781.50,64.92
86,16/12/2025,4869.50,64.81
87,15/12/2025,4844.50,64.97
88,12/12/2025,4832.50,64.42
89,11/12/2025,4725.50,64.71
90,10/12/2025,4799.00,64.3
91,09/12/2025,4679.50,62.35
92,08/12/2025,4884.75,62.87
93,05/12/2025,4739.03,66.41
94,04/12/2025,4727.25,66.96
95,03/12/2025,4804.38,67.05
96,02/12/2025,4901.86,66.87
97,01/12/2025,4867.58,68.67
98,28/11/2025,4877.22,67.8
99,26/11/2025,4864.37,67.76
100,25/11/2025,4833.30,67.48
101,24/11/2025,4911.50,67.65
102,21/11/2025,4841.87,67.24
103,20/11/2025,4796.88,66.34
104,19/11/2025,4797.95,66.94
105,18/11/2025,4785.10,66.67
106,17/11/2025,4774.38,66.78
107,14/11/2025,4853.65,67.28
108,13/11/2025,4919.00,67.95
109,12/11/2025,4908.29,68.28
110,11/11/2025,4954.35,69.05
111,10/11/2025,4953.28,68.63
112,07/11/2025,4891.15,68.01
113,06/11/2025,4912.57,68.55
114,05/11/2025,4968.27,68.58
115,04/11/2025,4912.57,68.04
116,03/11/2025,4894.36,67.89
117,31/10/2025,4934.00,67.97
118,30/10/2025,4907.21,68.55
119,29/10/2025,4965.06,69.21
120,28/10/2025,5034.69,69.83
121,27/10/2025,5012.19,70.3
122,24/10/2025,4946.85,70.26
123,23/10/2025,4981.13,71.06
124,22/10/2025,4963.99,69.75
125,21/10/2025,4966.13,69.93
126,20/10/2025,4939.35,70.52
127,17/10/2025,4913.64,70.14
128,16/10/2025,4846.16,68.91
129,15/10/2025,4882.58,67.76
130,14/10/2025,4842.94,67.8
131,13/10/2025,4839.73,67.17
132,10/10/2025,4777.60,67.02
133,09/10/2025,4689.76,66.4
134,08/10/2025,4670.48,66.39
135,07/10/2025,4660.84,65.63
136,06/10/2025,4668.33,65.9
137,03/10/2025,4697.26,66.44
138,02/10/2025,4659.77,66.24
139,01/10/2025,4720.82,67.07
140,30/09/2025,4679.05,66.5
141,29/09/2025,4686.55,66.38
142,26/09/2025,4747.60,66.72
143,25/09/2025,4756.17,67.71
144,24/09/2025,4779.74,67.5
145,23/09/2025,4777.60,68.02
146,22/09/2025,4855.80,68.79
147,19/09/2025,4848.30,69.55
148,18/09/2025,4883.65,69.56
149,17/09/2025,4864.37,70
150,16/09/2025,4881.51,70.02
151,15/09/2025,4957.56,70.53
152,12/09/2025,4989.70,71.28
153,11/09/2025,4958.63,70.57
154,10/09/2025,4967.20,70.75
155,09/09/2025,5036.83,70.67
156,08/09/2025,5060.40,71.88
157,05/09/2025,5153.59,72.72
158,04/09/2025,5101.10,72.64
159,03/09/2025,5058.26,71.61
160,02/09/2025,4976.84,71.44
161,29/08/2025,4945.78,70.62
162,28/08/2025,4961.85,69.98
163,27/08/2025,4909.36,69.67
164,26/08/2025,4939.35,69.91
165,22/08/2025,5017.55,71.06
166,21/08/2025,5030.40,71.1
167,20/08/2025,4898.65,70.85
168,19/08/2025,4844.01,69.05
169,18/08/2025,4794.74,68.57
170,15/08/2025,4831.16,69.01
171,14/08/2025,4854.73,69.41
172,13/08/2025,4806.52,69.38
173,12/08/2025,4835.44,68.55
174,11/08/2025,4826.87,68.43
175,08/08/2025,4866.51,68.65
176,07/08/2025,4851.51,68.92
177,06/08/2025,4830.09,67.84
178,05/08/2025,4804.38,67.46
179,04/08/2025,4865.44,67.62
180,01/08/2025,4780.81,67.75
181,31/07/2025,4799.02,66.26
182,30/07/2025,4739.03,66.92
183,29/07/2025,4719.75,66.77
184,28/07/2025,4795.81,67.25
185,25/07/2025,4822.59,67.68
186,24/07/2025,4780.81,68.61
187,23/07/2025,4789.38,67.83
188,22/07/2025,4716.54,67.39
189,21/07/2025,4750.82,67.16
190,18/07/2025,4776.53,67.38
191,17/07/2025,4770.10,67.24
192,16/07/2025,4799.02,67.51
193,15/07/2025,4853.65,68.16
194,14/07/2025,4811.88,68.73
195,11/07/2025,4849.37,68.58
196,10/07/2025,4786.17,68.63
197,09/07/2025,4797.95,68.27
198,08/07/2025,4799.02,68.47
199,07/07/2025,4826.87,69.08
200,03/07/2025,4818.30,68.86
201,02/07/2025,4793.67,68.2
202,01/07/2025,4773.31,68.83
203,30/06/2025,4755.10,68.54
204,27/06/2025,4700.47,68.29
205,26/06/2025,4799.02,68.66
206,25/06/2025,4885.79,69.39
207,24/06/2025,4978.99,70.78
208,23/06/2025,4856.87,68.92
209,20/06/2025,4932.92,69.55
210,18/06/2025,4960.78,70.18
211,17/06/2025,4924.35,70.49
212,16/06/2025,4929.71,70.9
213,13/06/2025,4973.63,71.01
214,12/06/2025,4956.49,71.3
215,11/06/2025,4999.34,70.76
216,10/06/2025,4970.42,71.06
217,09/06/2025,4966.13,70.43
218,06/06/2025,4988.63,70.53
219,05/06/2025,4981.13,71.21
220,04/06/2025,4975.77,70.65
221,03/06/2025,5006.84,70.84
222,02/06/2025,5022.91,71.4
223,30/05/2025,5046.47,71.53
224,29/05/2025,5041.12,71.13
225,28/05/2025,5040.04,70.95
226,27/05/2025,5034.69,71.73
227,23/05/2025,5048.61,71.25
228,22/05/2025,5076.47,70.92
229,21/05/2025,5052.90,71.34
230,20/05/2025,5003.62,70.62
231,19/05/2025,4966.13,69.75
232,16/05/2025,4954.35,69.02
233,15/05/2025,4853.65,69.05
234,14/05/2025,4879.36,68.51
235,13/05/2025,4986.48,68.51
236,12/05/2025,5052.90,68.93
237,09/05/2025,5068.97,70.45
238,08/05/2025,5169.66,70.91
239,07/05/2025,5123.60,71.85
240,06/05/2025,5152.52,72.24
241,02/05/2025,5076.47,71.57
242,01/05/2025,5136.45,71.17
243,30/04/2025,5059.33,71.64
244,29/04/2025,5028.26,70.55
245,28/04/2025,5041.12,70.83
246,25/04/2025,5083.96,70.61
247,24/04/2025,5088.25,71.85
248,23/04/2025,5244.65,71.79
249,22/04/2025,5168.59,73.31
250,17/04/2025,5059.33,71.08
251,16/04/2025,5065.75,70.66
252,15/04/2025,5040.04,69.65
253,14/04/2025,5045.40,69.11
254,11/04/2025,4924.35,68.51
255,10/04/2025,4865.44,66.79
256,09/04/2025,4862.22,64.64
257,08/04/2025,4838.66,66.08
258,07/04/2025,4865.44,64.77
259,04/04/2025,5149.31,69.8
260,03/04/2025,4967.20,70.14
261,02/04/2025,4940.42,67.5
262,01/04/2025,4952.21,67.3
263,31/03/2025,4909.36,67.04
264,28/03/2025,4827.95,66.57
265,27/03/2025,4816.16,65.46
266,26/03/2025,4812.95,64.9
267,25/03/2025,4809.73,65.76
268,24/03/2025,4880.43,65.88
269,21/03/2025,4908.29,66.12
270,20/03/2025,4864.37,66.4
271,19/03/2025,4826.87,66.05
272,18/03/2025,4940.42,66.13
273,17/03/2025,4841.87,66.89
274,14/03/2025,4863.30,65.79
275,13/03/2025,4884.72,65.9
276,12/03/2025,4937.21,66.67
277,11/03/2025,5034.69,67.57
278,10/03/2025,4912.57,68.21
279,07/03/2025,4855.80,66.43
280,06/03/2025,4841.87,65.5
281,05/03/2025,4890.08,65.38
282,04/03/2025,4894.36,66.25
283,03/03/2025,4805.45,64.44
284,28/02/2025,4757.25,63.75
285,27/02/2025,4672.62,63.43
286,26/02/2025,4722.97,62.92
287,25/02/2025,4707.97,62.36
288,24/02/2025,4734.75,63.14
289,21/02/2025,4676.90,62.28
290,20/02/2025,4729.39,61.67
291,19/02/2025,4656.55,61.65
292,18/02/2025,4696.19,61.35
293,14/02/2025,4782.95,62.65
294,13/02/2025,4882.58,62.25
295,12/02/2025,5087.18,66.13
296,11/02/2025,5062.54,65.9
297,10/02/2025,5029.33,65.86
298,07/02/2025,4987.56,65.5
299,06/02/2025,4991.84,65.28
300,05/02/2025,4899.72,65.36
301,04/02/2025,4956.49,64.81
302,03/02/2025,4922.21,64.05
303,31/01/2025,5013.26,64.88
304,30/01/2025,4953.28,65.36
305,29/01/2025,4936.14,64.72
306,28/01/2025,4983.27,65.5
307,27/01/2025,4867.58,64.87
308,24/01/2025,4902.93,63.74
309,23/01/2025,4892.22,63.66
310,22/01/2025,4940.42,63.73
311,21/01/2025,4946.85,63.89
312,17/01/2025,4882.58,63.02
313,16/01/2025,4789.38,61.67
314,15/01/2025,4789.38,61.95
315,14/01/2025,4824.73,61.56
316,13/01/2025,4826.87,61.74
317,10/01/2025,4910.43,62.58
318,08/01/2025,4808.66,62.53
319,07/01/2025,4737.96,63.05
320,06/01/2025,4841.87,62.51
321,03/01/2025,4895.43,64.16
322,02/01/2025,4864.37,64
323,31/12/2024,4840.80,63.97
324,30/12/2024,4899.72,64.32
325,27/12/2024,4893.29,64.42
326,24/12/2024,4878.29,64.22
327,23/12/2024,4838.66,64.43
328,20/12/2024,4905.07,64.08
329,19/12/2024,4909.36,64.91
330,18/12/2024,4988.63,66.04
331,17/12/2024,5010.05,66.34
332,16/12/2024,4985.41,66.33
333,13/12/2024,4973.63,66.34
334,12/12/2024,4910.43,65.88
335,11/12/2024,4910.43,66.31
336,10/12/2024,4936.14,65.88
337,09/12/2024,4939.35,65.91
338,06/12/2024,5011.12,67.1
339,05/12/2024,5016.48,66.93
340,04/12/2024,5017.55,66.27
341,03/12/2024,5059.33,67.37
342,02/12/2024,5055.04,67.46
343,29/11/2024,5049.69,67.16
344,27/11/2024,5044.33,67.21
345,26/11/2024,5025.05,66.69
346,25/11/2024,5032.55,66.32
347,22/11/2024,4890.08,65.55
348,21/11/2024,4848.30,64.37
349,20/11/2024,4879.36,64.69
350,19/11/2024,4879.36,64.7
351,18/11/2024,4876.15,64.44
352,15/11/2024,4853.65,64.23
353,14/11/2024,4829.02,64.63
354,13/11/2024,4823.66,64.51
355,12/11/2024,4837.59,64.81
356,11/11/2024,4878.29,65.81
357,08/11/2024,4878.29,66.03
358,07/11/2024,4890.08,66.98
359,06/11/2024,5089.32,67.55
360,05/11/2024,5076.47,69.04
361,04/11/2024,5066.83,69.44
362,01/11/2024,5023.98,69.49
363,31/10/2024,5057.18,68.54
364,30/10/2024,5109.67,69.3
365,29/10/2024,5179.30,70.03
366,28/10/2024,5118.24,70.07
367,25/10/2024,5127.88,69.73
368,24/10/2024,5097.89,70.12
369,23/10/2024,5057.18,67.76
370,22/10/2024,5107.53,69.49
371,21/10/2024,5155.74,70.47
372,18/10/2024,5151.45,70.43
373,17/10/2024,5216.79,71.08
374,16/10/2024,5211.44,71.17
375,15/10/2024,5188.94,71.47
376,14/10/2024,5136.45,70.57
377,11/10/2024,5111.82,70.66
378,10/10/2024,5142.88,70.49
379,09/10/2024,5150.38,70.47
380,08/10/2024,5092.53,70.52
381,07/10/2024,5127.88,70.49
382,04/10/2024,5125.74,70.03
383,03/10/2024,5205.01,71.37
384,02/10/2024,5228.58,72.36
385,01/10/2024,5186.80,72.78
386,30/09/2024,5250.00,73.64
387,27/09/2024,5221.08,73.76
388,26/09/2024,5277.85,72.81
389,25/09/2024,5183.59,73.56
390,24/09/2024,5199.66,72.7
391,23/09/2024,5198.58,72.8
392,20/09/2024,5187.87,72.46
393,19/09/2024,5247.86,72.62
394,18/09/2024,5272.50,73.02
395,17/09/2024,5353.91,72.98
396,16/09/2024,5288.57,73.73
397,13/09/2024,5297.14,73.09
398,12/09/2024,5354.98,72.78
399,11/09/2024,5368.91,73.29
400,10/09/2024,5373.19,73.71
401,09/09/2024,5347.48,73.64
402,06/09/2024,5301.42,73.63
403,05/09/2024,5308.92,73.49
404,04/09/2024,5292.85,73
405,03/09/2024,5286.42,72.9
406,30/08/2024,5293.92,72.89
407,29/08/2024,5209.30,72.32
408,28/08/2024,5186.80,72.03
409,27/08/2024,5173.95,72
410,23/08/2024,5131.10,70.76
411,22/08/2024,5120.39,70.76
412,21/08/2024,5055.04,69.27
413,20/08/2024,5064.68,68.85
414,19/08/2024,5049.69,68.69
415,16/08/2024,5098.96,68.76
416,15/08/2024,5087.18,68.73
417,14/08/2024,5093.61,68.06
418,13/08/2024,5049.69,67.95
419,12/08/2024,5060.40,67.79
420,09/08/2024,5092.53,68.28
421,08/08/2024,5120.39,68.78
422,07/08/2024,5152.52,68.95
423,06/08/2024,5098.96,67.67
424,05/08/2024,5229.65,68.24
425,02/08/2024,5156.81,70.04
426,01/08/2024,5119.31,69.02
427,31/07/2024,5100.03,68.88
428,30/07/2024,5064.68,68.3
429,29/07/2024,5078.61,68.61
430,26/07/2024,4980.06,68.02
431,25/07/2024,4927.57,67.58
432,24/07/2024,4725.11,63.47
433,23/07/2024,4805.45,64.95
434,22/07/2024,4829.02,65.62
435,19/07/2024,4814.02,65.55
436,18/07/2024,4841.87,65.87
437,17/07/2024,4712.25,64.91
438,16/07/2024,4695.12,64.29
439,15/07/2024,4749.75,64.79
440,12/07/2024,4724.04,64.36
441,11/07/2024,4729.39,64.08
442,10/07/2024,4666.19,63.25
443,09/07/2024,4685.47,63
444,08/07/2024,4649.05,62.83
445,05/07/2024,4652.27,62.35
446,03/07/2024,4652.27,61.75
447,02/07/2024,4613.70,61.31
448,01/07/2024,4672.62,62.25
449,28/06/2024,4701.54,61.77
450,27/06/2024,4730.47,62.66
451,26/06/2024,4747.60,62.56
452,25/06/2024,4752.96,63.35
453,24/06/2024,4740.11,63.12
454,21/06/2024,4747.60,63.08
455,20/06/2024,4755.10,62.98
456,18/06/2024,4752.96,63.29
457,17/06/2024,4773.31,62.98
458,14/06/2024,4730.47,63.18
459,13/06/2024,4711.18,63.14
460,12/06/2024,4690.83,63.44
461,11/06/2024,4701.54,62.11
462,10/06/2024,4646.91,62.62
463,07/06/2024,4717.61,63.02
464,06/06/2024,4682.26,62.83
465,05/06/2024,4710.11,63.11
466,04/06/2024,4654.41,62.89
467,03/06/2024,4613.70,61.72
468,31/05/2024,4555.86,60.99
469,30/05/2024,4520.51,60.84
470,29/05/2024,4536.58,60.55
471,28/05/2024,4582.64,61.22
472,24/05/2024,4576.21,61.39
473,23/05/2024,4641.55,61.85
474,22/05/2024,4555.86,60.96
475,21/05/2024,4564.43,61.11
476,20/05/2024,4626.56,61.23
477,17/05/2024,4596.56,61.46
478,16/05/2024,4567.64,60.74
479,15/05/2024,4598.71,60.95
480,14/05/2024,4616.92,60.71
481,13/05/2024,4586.92,60.93
482,10/05/2024,4567.64,60.17
483,09/05/2024,4532.29,59.68
484,08/05/2024,4525.86,59.45
485,07/05/2024,4471.23,59.25
486,03/05/2024,4460.52,59.15
487,02/05/2024,4443.38,58.53
488,01/05/2024,4436.95,58.06
489,30/04/2024,4403.75,58.21
490,29/04/2024,4412.32,58.03
491,26/04/2024,4391.96,57.62
492,25/04/2024,4335.19,56.89
493,24/04/2024,4141.30,54.21
494,23/04/2024,4186.29,53.79
495,22/04/2024,4128.44,53.58
496,19/04/2024,4030.96,53.13
497,18/04/2024,4021.32,52.85
498,17/04/2024,4007.40,52.8
499,16/04/2024,4022.40,52.47
500,15/04/2024,4055.60,52.91
501,12/04/2024,4087.74,53.31
502,11/04/2024,4080.24,54.05
503,10/04/2024,4102.74,54.15
504,09/04/2024,4078.10,54.54
505,08/04/2024,4109.16,54.28
506,05/04/2024,4137.01,54.54
507,04/04/2024,4155.23,55.28
508,03/04/2024,4199.14,55.49
509,02/04/2024,4259.13,55.65
510,28/03/2024,4257.53,56.24
511,27/03/2024,4230.21,55.74
512,26/03/2024,4214.68,56.37
513,25/03/2024,4245.74,56.36
514,22/03/2024,4210.93,56.21
515,21/03/2024,4152.01,55.62
516,20/03/2024,4194.86,55.63
517,19/03/2024,4262.88,56.16
518,18/03/2024,4123.62,54.71
519,15/03/2024,4152.55,55.32
520,14/03/2024,4177.18,56.01
521,13/03/2024,4160.58,56
522,12/03/2024,4155.76,55.68
523,11/03/2024,4101.13,55.46
524,08/03/2024,4108.09,55.32
525,07/03/2024,4121.48,55.09
526,06/03/2024,4140.23,55.27
527,05/03/2024,4146.12,55.29
528,04/03/2024,4155.23,55.13
529,01/03/2024,4159.51,55.05
530,29/02/2024,4154.69,55.28
531,28/02/2024,4180.40,55.09
532,27/02/2024,4220.57,55.76
533,26/02/2024,4284.84,57.08
534,23/02/2024,4289.13,57.06
535,22/02/2024,4300.91,56.71
536,21/02/2024,4355.54,57.47
537,20/02/2024,4343.22,57.44
538,16/02/2024,4268.77,56.87
539,15/02/2024,4270.38,56.34
540,14/02/2024,4287.52,56.58
541,13/02/2024,4287.52,56.82
542,12/02/2024,4291.80,56.59
543,09/02/2024,4293.41,56.89
544,08/02/2024,4289.66,57.38
545,07/02/2024,4227.53,55.58
546,06/02/2024,4208.79,55.72
547,05/02/2024,4151.48,55.24
548,02/02/2024,4168.08,55.26
549,01/02/2024,4148.26,54.77
550,31/01/2024,4138.09,55.46
551,30/01/2024,4107.56,55.18
552,29/01/2024,4072.74,54.45
553,26/01/2024,4029.89,54.55
554,25/01/2024,3974.19,53.15
555,24/01/2024,3995.08,53.55
556,23/01/2024,3957.59,53.2
557,22/01/2024,3988.12,52.97
558,19/01/2024,3992.94,52.95
559,18/01/2024,4013.83,53.16
560,17/01/2024,4059.89,53.62
561,16/01/2024,4088.81,54.56
562,12/01/2024,4097.92,55.54
563,11/01/2024,4104.34,54.91
564,10/01/2024,4138.09,55.13
565,09/01/2024,4104.88,55.24
566,08/01/2024,4100.59,54.77
567,05/01/2024,4109.70,54.68
568,04/01/2024,4104.34,54.65
569,03/01/2024,4122.02,54.96
570,02/01/2024,4076.49,54.05
571,29/12/2023,4085.06,54.43
572,28/12/2023,4066.85,54.61
573,27/12/2023,4047.57,54.19
574,22/12/2023,4045.43,54.27
575,21/12/2023,4045.96,53.92
576,20/12/2023,4065.24,53.97
577,19/12/2023,4037.93,53.83
578,18/12/2023,4014.90,53.46
579,15/12/2023,4032.57,53.64
580,14/12/2023,4083.45,53.93
581,13/12/2023,4060.42,53.7
582,12/12/2023,4013.83,53.42
583,11/12/2023,4034.18,53.1
584,08/12/2023,4081.85,53.63
585,07/12/2023,4080.78,53.76
586,06/12/2023,4062.57,54.02
587,05/12/2023,4081.31,54.02
588,04/12/2023,4037.93,53.97
589,01/12/2023,4044.35,53.64
590,30/11/2023,4013.29,53.45
591,29/11/2023,4052.39,53.7
592,28/11/2023,4056.14,53.79
593,27/11/2023,4073.81,53.89
594,24/11/2023,4055.07,53.48
595,22/11/2023,4083.45,53.65
596,21/11/2023,4031.50,53.26
597,20/11/2023,4070.60,53.28
598,17/11/2023,4108.63,53.3
599,16/11/2023,4152.55,53.62
600,15/11/2023,4219.50,54.47
601,14/11/2023,4224.32,54.62
602,13/11/2023,4236.10,54.27
603,10/11/2023,4259.67,54.38
604,09/11/2023,4212.00,54.95
605,08/11/2023,4175.04,53.81
606,07/11/2023,4148.80,53.79
607,06/11/2023,4128.98,53.73
608,03/11/2023,4184.15,53.67
609,02/11/2023,4171.29,53.28
610,01/11/2023,4182.54,53.42
611,31/10/2023,4143.98,53.22
612,30/10/2023,4102.74,52.76
613,27/10/2023,4149.33,52.65
614,26/10/2023,4172.90,53.61
615,25/10/2023,4268.77,54.44
616,24/10/2023,4261.81,54.35
617,23/10/2023,4260.74,54.44
618,20/10/2023,4269.84,54.51
619,19/10/2023,4253.24,54.64
620,18/10/2023,4269.31,54.6
621,17/10/2023,4225.39,54.34
622,16/10/2023,4217.89,53.51
623,13/10/2023,4198.61,53.81
624,12/10/2023,4211.46,54.38
625,11/10/2023,4188.43,54.65
626,10/10/2023,4209.86,54.39
627,09/10/2023,4209.32,54
628,06/10/2023,4318.05,54.09
629,05/10/2023,4315.91,55.27
630,04/10/2023,4325.55,55.07
631,03/10/2023,4329.83,55.27
